Mod:Item:MetaData, Localized Name
chisel:waterstone:9, Waterstone
chisel:waterstone:10, Waterstone
chisel:waterstone:11, Waterstone
chisel:waterstone:12, Waterstone
chisel:waterstone:13, Waterstone
chisel:waterstone:14, Waterstone
chisel:waterstone:15, Waterstone
chisel:waterstone1:0, Waterstone
chisel:waterstone1:1, Waterstone
chisel:waterstone1:2, Waterstone
chisel:waterstone1:3, Waterstone
chisel:waterstone1:4, Waterstone
chisel:waterstone1:5, Waterstone
chisel:waterstone1:6, Waterstone
chisel:waterstone1:7, Waterstone
chisel:waterstone1:8, Waterstone
chisel:waterstone1:9, Waterstone
chisel:waterstone1:10, Waterstone
chisel:waterstone1:11, Waterstone
chisel:waterstone1:12, Waterstone
chisel:waterstone1:13, Waterstone
chisel:waterstone1:14, Waterstone
chisel:waterstone1:15, Waterstone
chisel:waterstone2:0, Waterstone
chisel:wool_black:0, Black Wool
chisel:wool_black:1, Black Wool
chisel:wool_red:0, Red Wool
chisel:wool_red:1, Red Wool
chisel:wool_green:0, Green Wool
chisel:wool_green:1, Green Wool
chisel:wool_brown:0, Brown Wool
chisel:wool_brown:1, Brown Wool
chisel:wool_blue:0, Blue Wool
chisel:wool_blue:1, Blue Wool
chisel:wool_purple:0, Purple Wool
chisel:wool_purple:1, Purple Wool
chisel:wool_cyan:0, Cyan Wool
chisel:wool_cyan:1, Cyan Wool
chisel:wool_lightgray:0, Light Gray Wool
chisel:wool_lightgray:1, Light Gray Wool
chisel:wool_gray:0, Gray Wool
chisel:wool_gray:1, Gray Wool
chisel:wool_pink:0, Pink Wool
chisel:wool_pink:1, Pink Wool
chisel:wool_lime:0, Lime Wool
chisel:wool_lime:1, Lime Wool
chisel:wool_yellow:0, Yellow Wool
chisel:wool_yellow:1, Yellow Wool
chisel:wool_lightblue:0, Light Blue Wool
chisel:wool_lightblue:1, Light Blue Wool
chisel:wool_magenta:0, Magenta Wool
chisel:wool_magenta:1, Magenta Wool
chisel:wool_orange:0, Orange Wool
chisel:wool_orange:1, Orange Wool
chisel:wool_white:0, Wool
chisel:wool_white:1, Wool
basemetals:wood_crackhammer, Wooden Crack Hammer
basemetals:wood_gear, Wooden Gear
basemetals:stone_crackhammer, Stone Crack Hammer
basemetals:stone_rod, Stone Rod
basemetals:stone_gear, Stone Gear
basemetals:iron_slab, Iron Slab
basemetals:iron_wall, Iron Wall
basemetals:iron_crossbow, Iron Crossbow
basemetals:iron_lever, Iron Lever
basemetals:iron_button, Iron Button
basemetals:iron_bolt, Iron Bolt
basemetals:iron_stairs, Iron Stairs
basemetals:iron_fishing_rod, Iron Fishing Rod
basemetals:iron_bow, Iron Bow
basemetals:iron_shield, Iron Shield
basemetals:iron_smallpowder, Tiny Pile of Iron Dust
basemetals:iron_crackhammer, Iron Crack Hammer
basemetals:iron_gear, Iron Gear
basemetals:iron_powder, Iron Dust
basemetals:iron_plate, Iron Plate
basemetals:iron_rod, Iron Rod
basemetals:iron, Molten Iron
basemetals:iron_arrow, Iron Arrow
basemetals:gold_slab, Gold Slab
basemetals:gold_crossbow, Gold Crossbow
basemetals:gold_wall, Gold Wall
basemetals:gold_bolt, Gold Bolt
basemetals:gold_fishing_rod, Gold Fishing Rod
basemetals:gold_bow, Gold Bow
basemetals:gold_shield, Gold Shield
basemetals:gold_shears, Gold Shears
basemetals:gold_stairs, Gold Stairs
basemetals:gold_smallpowder, Tiny Pile of Gold Dust
basemetals:gold_trapdoor, Gold Trapdoor
basemetals:gold_crackhammer, Golden Crack Hammer
basemetals:gold_gear, Gold Gear
basemetals:gold_powder, Gold Dust
basemetals:gold_bars, Gold Bars
basemetals:gold_plate, Gold Plate
basemetals:gold_door, Gold Door
basemetals:gold_lever, Gold Lever
basemetals:gold_rod, Gold Rod
basemetals:gold, Molten Gold
basemetals:gold_button, Gold Button
basemetals:gold_arrow, Gold Arrow
basemetals:diamond_slab, Diamond Slab
basemetals:diamond_crossbow, Diamond Crossbow
basemetals:diamond_stairs, Diamond Stairs
basemetals:diamond_bolt, Diamond Bolt
basemetals:diamond_fishing_rod, Diamond Fishing Rod
basemetals:diamond_bars, Diamond Bars
basemetals:diamond_bow, Diamond Bow
basemetals:diamond_wall, Diamond Wall
basemetals:diamond_shield, Diamond Shield
basemetals:diamond_shears, Diamond Shears
basemetals:diamond_pressure_plate, Diamond Pressure Plate
basemetals:diamond_smallpowder, Tiny Pile of Diamond Dust
basemetals:diamond_crackhammer, Diamond Crack Hammer
basemetals:diamond_gear, Diamond Gear
basemetals:diamond_powder, Diamond Dust
basemetals:diamond_door, Diamond Door
basemetals:diamond_lever, Diamond Lever
basemetals:diamond_rod, Diamond Rod
basemetals:diamond, Molten Diamond
basemetals:diamond_arrow, Diamond Arrow
basemetals:diamond_trapdoor, Diamond Trapdoor
basemetals:diamond_button, Diamond Button
basemetals:diamond_nugget, Diamond Fragment
basemetals:emerald_slab, Emerald Slab
basemetals:emerald_crossbow, Emerald Crossbow
basemetals:emerald_lever, Emerald Lever
basemetals:emerald_button, Emerald Button
basemetals:emerald_bolt, Emerald Bolt
basemetals:emerald_fishing_rod, Emerald Fishing Rod
basemetals:emerald_bow, Emerald Bow
basemetals:emerald_leggings, Emerald Leg Armor
basemetals:emerald_shield, Emerald Shield
basemetals:emerald_horse_armor, Emerald Horse Armor
basemetals:emerald_shears, Emerald Shears
basemetals:emerald_smallpowder, Tiny Pile of Emerald Dust
basemetals:emerald_trapdoor, Emerald Trapdoor
basemetals:emerald_wall, Emerald Wall
basemetals:emerald_crackhammer, Emerald Crack Hammer
basemetals:emerald_gear, Emerald Gear
basemetals:emerald_bars, Emerald Bars
basemetals:emerald_powder, Emerald Dust
basemetals:emerald_boots, Emerald Boots
basemetals:emerald_axe, Emerald Axe
basemetals:emerald_door, Emerald Door
basemetals:emerald_pickaxe, Emerald Pickaxe
basemetals:emerald_hoe, Emerald Hoe
basemetals:emerald_rod, Emerald Rod
basemetals:emerald_shovel, Emerald Shovel
basemetals:emerald_sword, Emerald Sword
basemetals:emerald, Molten Emerald
basemetals:emerald_chestplate, Emerald Chestplate
basemetals:emerald_helmet, Emerald Helmet
basemetals:emerald_arrow, Emerald Arrow
basemetals:emerald_stairs, Emerald Stairs
basemetals:emerald_pressure_plate, Emerald Pressure Plate
basemetals:emerald_nugget, Emerald Fragment
basemetals:ender, Molten Ender
basemetals:quartz_crossbow, Quartz Crossbow
basemetals:quartz_trapdoor, Quartz Trapdoor
basemetals:quartz_bolt, Quartz Bolt
basemetals:quartz_fishing_rod, Quartz Fishing Rod
basemetals:quartz_bow, Quartz Bow
basemetals:quartz_leggings, Quartz Leg Armor
basemetals:quartz_shield, Quartz Shield
basemetals:quartz_horse_armor, Quartz Horse Armor
basemetals:quartz_shears, Quartz Shears
basemetals:quartz_wall, Quartz Wall
basemetals:quartz_smallpowder, Tiny Pile of Quartz Dust
basemetals:quartz_bars, Quartz Bars
basemetals:quartz_crackhammer, Quartz Crack Hammer
basemetals:quartz_gear, Quartz Gear
basemetals:quartz_button, Quartz Button
basemetals:quartz_powder, Quartz Dust
basemetals:quartz_boots, Quartz Boots
basemetals:quartz_axe, Quartz Axe
basemetals:quartz_door, Quartz Door
basemetals:quartz_pickaxe, Quartz Pickaxe
basemetals:quartz_hoe, Quartz Hoe
basemetals:quartz_rod, Quartz Rod
basemetals:quartz_shovel, Quartz Shovel
basemetals:quartz_lever, Quartz Lever
basemetals:quartz_sword, Quartz Sword
basemetals:quartz, tile.basemetals.quartz.name
basemetals:quartz_chestplate, Quartz Chestplate
basemetals:quartz_helmet, Quartz Helmet
basemetals:quartz_pressure_plate, Quartz Pressure Plate
basemetals:quartz_arrow, Quartz Arrow
basemetals:quartz_nugget, Quartz Fragment
basemetals:obsidian_slab, Obsidian Slab
basemetals:obsidian_trapdoor, Obsidian Trapdoor
basemetals:obsidian_crossbow, Obsidian Crossbow
basemetals:obsidian_lever, Obsidian Lever
basemetals:obsidian_stairs, Obsidian Stairs
basemetals:obsidian_bolt, Obsidian Bolt
basemetals:obsidian_fishing_rod, Obsidian Fishing Rod
basemetals:obsidian_bars, Obsidian Bars
basemetals:obsidian_bow, Obsidian Bow
basemetals:obsidian_leggings, Obsidian Leg Armor
basemetals:obsidian_shield, Obsidian Shield
basemetals:obsidian_horse_armor, Obsidian Horse Armor
basemetals:obsidian_shears, Obsidian Shears
basemetals:obsidian_smallpowder, Tiny Pile of Obsidian Dust
basemetals:obsidian_crackhammer, Obsidian Crack Hammer
basemetals:obsidian_gear, Obsidian Gear
basemetals:obsidian_powder, Obsidian Dust
basemetals:obsidian_boots, Obsidian Boots
basemetals:obsidian_axe, Obsdidian Axe
basemetals:obsidian_door, Obsidian Door
basemetals:obsidian_pickaxe, Obsidian Pickaxe
basemetals:obsidian_hoe, Obsidian Hoe
basemetals:obsidian_rod, Obsidian Rod
basemetals:obsidian_ingot, Obsidian Ingot
basemetals:obsidian_shovel, Obsidian Shovel
basemetals:obsidian_sword, Obsidian Sword
basemetals:obsidian, Molten Obsidian
basemetals:obsidian_chestplate, Obsidian Chestplate
basemetals:obsidian_helmet, Obsidian Helmet
basemetals:obsidian_button, Obsidian Button
basemetals:obsidian_arrow, Obsidian Arrow
basemetals:obsidian_pressure_plate, Obsidian Pressure Plate
basemetals:obsidian_wall, Obsidian Wall
basemetals:obsidian_nugget, Obsidian Fragment
basemetals:lapis_smallpowder, Tiny Pile of Lapis Dust
basemetals:prismarine, Molten Prismarine
basemetals:redstone_ingot, Redstone Ingot
basemetals:redstone, Molten Redstone
basemetals:redstone_smallpowder, Tiny Pile of Redstone Dust
forge:bucketfilled, %s Bucket
appliedenergistics2:quartz_ore, Certus Quartz Ore
appliedenergistics2:charged_quartz_ore, Charged Certus Quartz Ore
appliedenergistics2:matrix_frame, Matrix Frame
appliedenergistics2:quartz_block, Certus Quartz Block
appliedenergistics2:quartz_pillar, Certus Quartz Pillar
appliedenergistics2:chiseled_quartz_block, Chiseled Certus Quartz Block
appliedenergistics2:quartz_glass, Quartz Glass
appliedenergistics2:quartz_vibrant_glass, Vibrant Quartz Glass
appliedenergistics2:quartz_fixture, Charged Quartz Fixture
appliedenergistics2:fluix_block, Fluix Block
appliedenergistics2:sky_stone_block, Sky Stone
appliedenergistics2:smooth_sky_stone_block, Sky Stone Block
appliedenergistics2:sky_stone_brick, Sky Stone Brick
appliedenergistics2:sky_stone_small_brick, Sky Stone Small Brick
appliedenergistics2:sky_stone_chest, Sky Stone Chest
appliedenergistics2:smooth_sky_stone_chest, Sky Stone Block Chest
appliedenergistics2:sky_compass, Meteorite Compass
appliedenergistics2:grindstone, Quartz Grindstone
appliedenergistics2:crank, Wooden Crank
appliedenergistics2:inscriber, Inscriber
appliedenergistics2:wireless_access_point, ME Wireless Access Point
appliedenergistics2:charger, Charger
appliedenergistics2:tiny_tnt, Tiny TNT
appliedenergistics2:security_station, ME Security Terminal
appliedenergistics2:quantum_ring, ME Quantum Ring
appliedenergistics2:quantum_link, ME Quantum Link Chamber
appliedenergistics2:spatial_pylon, Spatial Pylon
appliedenergistics2:spatial_io_port, Spatial IO Port
appliedenergistics2:controller, ME Controller
appliedenergistics2:drive, ME Drive
appliedenergistics2:chest, ME Chest
appliedenergistics2:interface, ME Interface
appliedenergistics2:fluid_interface, ME Fluid Interface
appliedenergistics2:cell_workbench, Cell Workbench
appliedenergistics2:io_port, ME IO Port
appliedenergistics2:condenser, Matter Condenser
appliedenergistics2:energy_acceptor, Energy Acceptor
appliedenergistics2:vibration_chamber, Vibration Chamber
appliedenergistics2:quartz_growth_accelerator, Crystal Growth Accelerator
appliedenergistics2:energy_cell, Energy Cell
appliedenergistics2:dense_energy_cell, Dense Energy Cell
appliedenergistics2:creative_energy_cell, Creative Energy Cell
appliedenergistics2:crafting_unit, Crafting Unit
appliedenergistics2:crafting_accelerator, Crafting Co-Processing Unit
appliedenergistics2:crafting_storage_1k, 1k Crafting Storage
appliedenergistics2:crafting_storage_4k, 4k Crafting Storage
appliedenergistics2:crafting_storage_16k, 16k Crafting Storage
appliedenergistics2:crafting_storage_64k, 64k Crafting Storage
appliedenergistics2:crafting_monitor, Crafting Monitor
appliedenergistics2:molecular_assembler, Molecular Assembler
appliedenergistics2:light_detector, Light Detecting Fixture
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:sky_stone_stairs, Sky Stone Stairs
appliedenergistics2:smooth_sky_stone_stairs, Sky Stone Block Stairs
appliedenergistics2:sky_stone_brick_stairs, Sky Stone Brick Stairs
appliedenergistics2:sky_stone_small_brick_stairs, Sky Stone Small Brick Stairs
appliedenergistics2:fluix_stairs, Fluix Stairs
appliedenergistics2:quartz_stairs, Certus Quartz Stairs
appliedenergistics2:chiseled_quartz_stairs, Chiseled Certus Quartz Stairs
appliedenergistics2:quartz_pillar_stairs, Certus Quartz Pillar Stairs
appliedenergistics2:cable_bus, AE2 Cable and/or Bus
appliedenergistics2:sky_stone_slab:0, Sky Stone Slabs
appliedenergistics2:smooth_sky_stone_slab:0, Sky Stone Block Slabs
appliedenergistics2:sky_stone_brick_slab:0, Sky Stone Brick Slabs
appliedenergistics2:sky_stone_small_brick_slab:0, Sky Stone Small Brick Slabs
appliedenergistics2:fluix_slab:0, Fluix Slabs
appliedenergistics2:quartz_slab:0, Certus Quartz Slabs
appliedenergistics2:chiseled_quartz_slab:0, Chiseled Certus Quartz Slabs
appliedenergistics2:quartz_pillar_slab:0, Certus Quartz Pillar Slabs
appliedenergistics2:certus_quartz_axe, Certus Quartz Axe
appliedenergistics2:certus_quartz_hoe, Certus Quartz Hoe
appliedenergistics2:certus_quartz_spade, Certus Quartz Shovel
appliedenergistics2:certus_quartz_pickaxe, Certus Quartz Pickaxe
appliedenergistics2:certus_quartz_sword, Certus Quartz Sword
appliedenergistics2:certus_quartz_wrench, Certus Quartz Wrench
appliedenergistics2:certus_quartz_cutting_knife, Certus Quartz Cutting Knife
appliedenergistics2:nether_quartz_axe, Nether Quartz Axe
appliedenergistics2:nether_quartz_hoe, Nether Quartz Hoe
appliedenergistics2:nether_quartz_spade, Nether Quartz Shovel
appliedenergistics2:nether_quartz_pickaxe, Nether Quartz Pickaxe
appliedenergistics2:nether_quartz_sword, Nether Quartz Sword
appliedenergistics2:nether_quartz_wrench, Nether Quartz Wrench
appliedenergistics2:nether_quartz_cutting_knife, Nether Quartz Cutting Knife
appliedenergistics2:entropy_manipulator, Entropy Manipulator
appliedenergistics2:wireless_terminal, Wireless Terminal
appliedenergistics2:charged_staff, Charged Staff
appliedenergistics2:matter_cannon, Matter Cannon
appliedenergistics2:portable_cell, Portable Cell
appliedenergistics2:color_applicator, Color Applicator
appliedenergistics2:biometric_card, Biometric Card
appliedenergistics2:memory_card, Memory Card
appliedenergistics2:network_tool, Network Tool
appliedenergistics2:creative_storage_cell, Creative ME Storage Cell
appliedenergistics2:view_cell, View Cell
appliedenergistics2:storage_cell_1k, 1k ME Storage Cell
appliedenergistics2:storage_cell_4k, 4k ME Storage Cell
appliedenergistics2:storage_cell_16k, 16k ME Storage Cell
appliedenergistics2:storage_cell_64k, 64k ME Storage Cell
appliedenergistics2:fluid_storage_cell_1k, 1k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_4k, 4k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_16k, 16k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_64k, 64k ME Fluid Storage Cell
appliedenergistics2:spatial_storage_cell_2_cubed, 2³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_16_cubed, 16³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_128_cubed, 128³ Spatial Storage Cell
appliedenergistics2:facade:0, Cable Facade - Stone
appliedenergistics2:facade:0, Cable Facade - Granite
appliedenergistics2:facade:0, Cable Facade - Polished Granite
appliedenergistics2:facade:0, Cable Facade - Diorite
appliedenergistics2:facade:0, Cable Facade - Polished Diorite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Polished Andesite
appliedenergistics2:facade:0, Cable Facade - Grass Block
appliedenergistics2:facade:0, Cable Facade - Dirt
appliedenergistics2:facade:0, Cable Facade - Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Podzol
appliedenergistics2:facade:0, Cable Facade - Cobblestone
appliedenergistics2:facade:0, Cable Facade - Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Spruce Wood Planks
appliedenergistics2:facade:0, Cable Facade - Birch Wood Planks
appliedenergistics2:facade:0, Cable Facade - Jungle Wood Planks
appliedenergistics2:facade:0, Cable Facade - Acacia Wood Planks
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Bedrock
appliedenergistics2:facade:0, Cable Facade - Sand
appliedenergistics2:facade:0, Cable Facade - Red Sand
appliedenergistics2:facade:0, Cable Facade - Gravel
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Oak Wood
appliedenergistics2:facade:0, Cable Facade - Spruce Wood
appliedenergistics2:facade:0, Cable Facade - Birch Wood
appliedenergistics2:facade:0, Cable Facade - Jungle Wood
appliedenergistics2:facade:0, Cable Facade - Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Birch Leaves
appliedenergistics2:facade:0, Cable Facade - Jungle Leaves
appliedenergistics2:facade:0, Cable Facade - Sponge
appliedenergistics2:facade:0, Cable Facade - Wet Sponge
appliedenergistics2:facade:0, Cable Facade - Glass
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Block
appliedenergistics2:facade:0, Cable Facade - Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Sandstone
appliedenergistics2:facade:0, Cable Facade - Cut Sandstone
appliedenergistics2:facade:0, Cable Facade - White Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Block of Gold
appliedenergistics2:facade:0, Cable Facade - Block of Iron
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - TNT
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Moss Stone
appliedenergistics2:facade:0, Cable Facade - Obsidian
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Block of Diamond
appliedenergistics2:facade:0, Cable Facade - Crafting Table
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Ice
appliedenergistics2:facade:0, Cable Facade - Snow
appliedenergistics2:facade:0, Cable Facade - Clay
appliedenergistics2:facade:0, Cable Facade - Pumpkin
appliedenergistics2:facade:0, Cable Facade - Netherrack
appliedenergistics2:facade:0, Cable Facade - Soul Sand
appliedenergistics2:facade:0, Cable Facade - Glowstone
